,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
179,42.0,34.0,131.5,94.4,22.36,185.3,109.0,15.75,177.3,117.0,7.98,10.9,5.0,2.94,0.0,MN,408.0,no,yes,no
180,63.0,16.6,120.1,103.0,20.42,179.2,132.0,15.23,127.3,82.0,5.73,6.3,4.0,1.7,1.0,WY,415.0,no,no,no
181,143.0,19.0,147.04000000000002,85.0,28.66,176.3,89.0,15.896,282.3,69.0,12.7,13.3,10.0,3.59,1.0,NY,415.0,no,no,no
182,150.0,29.0,235.8,91.0,40.09,202.8,100.0,15.063999999999998,246.3,87.2,11.08,11.9,4.0,3.21,1.0,VA,415.0,no,yes,no
183,156.0,0.0,189.4,114.0,32.2,145.7,96.0,12.38,192.8,121.0,8.68,4.5,13.0,1.22,0.0,AR,510.0,no,no,no
184,98.0,0.0,158.5,90.0,26.95,254.4,67.0,21.62,178.4,104.0,8.03,14.8,5.0,4.0,2.0,TX,408.0,no,no,no
185,17.0,7.0,280.0,101.0,47.6,258.9,85.0,22.01,230.0,130.0,10.35,10.3,2.0,2.78,3.0,DC,510.0,no,yes,no
186,101.0,0.0,229.8,89.4,39.07,217.8,133.0,17.140000000000004,243.5,53.0,10.96,8.9,2.0,2.4,1.0,NY,415.0,no,no,no
187,163.0,0.0,241.6,102.0,41.07,138.9,100.0,11.81,148.8,81.4,8.225999999999999,9.8,6.0,2.382,1.0,OH,415.0,no,no,no
188,140.0,27.0,176.0,141.0,29.24,201.3,143.0,17.11,167.9,93.0,7.575999999999999,8.979999999999999,5.0,1.92,3.0,LA,415.0,no,yes,no
189,176.0,0.0,167.0,93.0,28.39,174.1,128.0,14.8,155.0,124.0,6.98,10.4,6.6,2.722,3.0,OH,415.0,no,yes,no
190,102.0,5.6,129.2,100.6,21.96,239.4,104.0,20.35,223.4,66.0,10.05,8.7,4.0,2.35,0.0,UT,510.0,no,yes,no
191,71.0,49.0,174.0,99.2,29.58,168.6,85.0,14.33,132.1,120.0,5.94,12.7,4.0,2.11,1.0,VA,415.0,no,yes,no
192,104.0,4.8,261.2,81.0,31.982,209.1,97.0,17.77,281.1,121.0,12.65,11.3,1.0,3.05,2.0,TX,415.0,no,no,yes
193,96.0,0.0,264.6,117.0,44.98,264.1,121.0,22.45,77.1,89.0,3.47,9.66,4.0,2.19,0.0,TN,415.0,no,no,no
194,90.0,0.0,160.9,97.0,27.35,136.4,46.0,11.59,209.0,121.0,9.166,9.1,4.0,2.46,2.0,PA,408.0,no,no,no
195,106.0,36.0,124.8,93.0,21.22,241.7,83.0,20.54,219.0,110.0,9.86,11.3,3.0,3.05,1.0,CT,510.0,no,yes,no
196,148.0,0.0,230.6,92.0,34.14399999999999,185.6,97.0,15.78,183.2,79.0,8.24,6.2,4.0,1.67,2.0,DE,510.0,no,no,no
197,66.0,0.0,241.7,112.0,41.09,251.6,78.0,21.39,105.0,82.0,5.804,11.3,2.0,3.05,2.0,IN,408.0,no,no,no
198,95.0,0.0,229.1,143.0,38.95,148.2,104.0,14.13,248.4,110.0,11.18,3.9,3.0,1.05,0.0,UT,408.0,no,yes,no
199,127.0,16.0,212.9,92.0,36.19,260.1,124.0,19.698,177.6,85.0,7.99,8.6,2.0,2.32,2.0,OK,408.0,no,no,no
200,79.0,30.0,127.58,99.0,21.22,207.6,142.0,20.308,187.62,95.0,7.88,4.6,3.0,1.24,1.0,NH,408.0,no,yes,no
201,83.0,0.0,133.9,98.4,22.76,169.6,87.4,14.42,222.8,114.0,10.03,11.7,4.6,3.16,0.0,MO,510.0,no,no,no
202,83.0,9.8,129.8,87.0,22.07,183.4,110.0,15.59,169.4,40.0,7.62,14.3,6.0,3.86,1.0,NV,510.0,no,yes,no
203,136.0,0.0,88.5,112.0,15.05,279.5,98.0,23.76,278.0,69.0,12.51,7.5,12.0,2.03,1.0,SC,415.0,no,no,no
204,17.0,0.0,205.87999999999997,102.0,28.65,297.2,130.0,19.528,244.7,117.0,11.01,8.8,6.0,2.38,3.0,HI,408.0,no,no,no
205,165.0,0.0,81.4,110.0,13.84,263.7,150.0,22.41,219.7,107.0,9.89,12.2,3.0,3.29,1.0,DC,415.0,yes,no,no
206,149.0,0.0,117.2,99.0,19.92,227.7,74.0,19.35,221.7,141.0,9.98,9.7,7.0,2.43,1.0,OK,510.0,no,no,no
207,79.0,0.0,300.4,113.0,51.07,192.82,93.0,17.92,173.4,121.0,7.8,11.9,3.0,3.21,2.0,ME,510.0,yes,no,yes
208,94.0,0.0,195.1,105.0,33.17,272.4,100.0,23.15,142.7,102.0,6.42,10.94,16.0,3.11,1.0,AZ,415.0,no,no,no
209,93.0,0.0,172.0,80.0,29.24,219.1,76.0,18.62,169.8,108.0,7.64,10.3,3.0,2.78,0.0,MN,415.0,no,no,no
210,109.0,46.0,165.2,85.0,28.08,136.0,92.0,11.56,184.8,100.0,8.32,11.9,5.0,3.21,1.0,WY,415.0,yes,yes,no
211,106.0,0.0,149.7,114.0,25.45,104.5,72.0,8.88,227.9,87.0,10.26,9.0,2.0,2.43,2.0,WA,415.0,no,no,no
212,92.0,0.0,185.8,61.0,31.59,118.1,131.0,10.04,257.5,70.0,11.59,11.8,4.0,3.19,1.0,AL,408.0,no,no,no
213,93.0,0.0,174.94,112.0,36.45,261.5,97.0,22.23,280.8,112.0,12.64,14.8,3.0,4.0,0.0,WA,415.0,no,no,yes
214,124.0,0.0,227.42,91.0,41.58,125.1,70.0,10.63,303.4,104.0,13.65,12.0,5.0,2.206,0.0,NM,408.0,no,no,no
215,117.0,0.0,302.6,83.0,51.44,167.1,106.0,14.2,209.8,79.0,9.44,10.4,7.0,2.81,0.2,MA,408.0,no,no,yes
216,163.0,30.0,195.2,123.0,33.18,126.4,115.0,10.74,221.0,90.0,9.39,9.0,5.0,2.43,5.0,ME,415.0,no,yes,yes
217,87.0,0.0,207.8,113.0,35.33,182.2,109.0,15.49,163.4,98.0,7.35,13.0,3.0,3.51,1.0,SD,510.0,yes,no,no
218,59.0,0.0,119.0,119.0,20.23,134.5,115.0,10.944,298.6,75.0,13.44,9.0,6.0,2.8,2.0,LA,415.0,no,no,yes
219,103.0,0.0,244.84,116.0,41.79,135.4,97.0,11.51,190.9,73.0,8.59,9.9,7.0,2.67,1.0,HI,415.0,no,no,no
220,101.0,0.0,131.0,148.0,22.27,237.7,126.0,20.2,281.3,111.0,12.66,12.6,4.0,3.4,3.0,FL,408.0,no,no,no
221,72.0,7.2,129.8,106.0,22.07,188.7,138.0,16.848000000000003,198.93999999999997,116.0,9.56,8.3,4.0,2.24,4.0,WI,415.0,no,no,yes
222,108.0,0.0,275.9,84.0,46.9,203.0,91.0,16.522,211.4,108.0,9.51,6.7,4.0,1.81,2.0,SD,510.0,yes,no,yes
223,80.0,0.0,198.04,124.0,36.26,189.6,86.0,18.112,193.7,107.0,8.72,12.1,2.0,3.27,1.0,NH,510.0,no,no,no
224,117.0,0.0,128.6,92.0,23.766,191.7,61.0,16.29,121.7,117.0,5.48,12.4,9.0,2.942,2.0,NJ,415.0,no,no,no
225,51.0,0.0,95.3,103.0,25.362,189.3,116.0,16.09,238.7,110.0,10.74,13.6,4.0,3.67,1.0,ND,510.0,no,no,no
226,126.0,0.0,152.4,94.0,25.91,166.2,91.0,14.13,199.2,84.0,8.96,10.2,1.0,2.75,1.0,MN,415.0,no,no,no
227,149.0,0.0,194.9,108.0,33.13,187.1,102.0,15.9,174.9,168.0,7.87,8.2,4.0,2.21,4.0,VT,415.0,no,no,no
228,158.0,0.0,159.8,112.0,36.5,262.9,115.0,22.35,228.9,68.0,10.3,11.6,2.0,3.13,1.0,MA,415.0,no,no,no
229,66.0,0.0,180.4,99.0,30.67,135.1,114.0,11.48,206.0,98.0,9.27,9.5,6.0,2.57,1.0,WV,415.0,no,no,no
230,82.0,0.0,164.1,84.0,30.768,317.7,109.0,20.594,241.5,87.0,10.87,13.3,4.0,3.59,1.0,MI,415.0,no,no,no
231,127.0,0.0,211.1,62.0,35.89,235.2,143.0,19.99,227.5,66.0,10.24,15.6,3.0,2.448,2.0,RI,510.0,no,no,no
232,108.0,19.0,208.88,98.0,53.11,271.4,122.0,23.07,162.6,91.0,7.32,10.1,6.0,2.73,0.0,NY,415.0,no,yes,no
233,106.0,27.0,223.3,97.0,37.96,212.5,131.0,18.0,154.6,149.0,6.96,11.6,2.0,3.13,1.0,SD,408.0,no,yes,no
234,62.0,0.0,166.9,76.0,28.37,223.6,113.0,19.01,242.7,87.0,8.5,5.34,5.0,1.4460000000000002,1.0,WA,415.0,no,no,no
235,48.0,12.8,192.9,60.0,32.79,179.2,104.4,15.23,185.5,87.0,8.35,18.7,7.0,5.05,0.0,KS,408.0,no,yes,no
236,58.0,28.0,236.8,89.0,40.26,193.76,91.0,13.46,212.3,97.0,9.55,8.540000000000001,3.0,2.16,2.0,NV,415.0,no,yes,no
237,138.0,0.0,178.0,99.0,25.45,160.0,97.0,13.6,256.5,161.0,11.54,9.5,5.0,2.57,1.0,DC,415.0,no,no,no
238,81.0,17.0,268.1,94.0,45.58,156.1,124.0,13.27,160.4,99.6,7.22,10.02,5.0,3.67,2.0,AR,415.0,no,yes,no
239,36.0,0.0,205.56,119.0,41.65,195.5,91.0,16.62,165.7,87.0,7.46,10.64,7.0,2.11,1.0,CO,415.0,yes,no,no
240,90.0,22.0,187.9,121.0,31.94,209.9,101.0,17.84,256.7,102.0,11.55,10.4,5.0,2.81,2.0,CA,510.0,no,yes,no
241,177.0,21.0,234.0,108.0,39.78,238.0,61.0,20.23,201.9,125.0,9.09,8.8,4.0,2.38,0.0,OK,415.0,no,yes,no
242,108.0,36.0,153.8,105.0,26.15,246.2,62.0,18.69,150.9,125.0,6.79,11.1,4.0,3.0,1.0,DC,510.0,yes,yes,no
243,25.0,0.0,168.68,51.0,26.538,225.2,74.0,19.14,197.4,95.0,8.88,12.0,3.0,3.24,0.0,VA,415.0,yes,no,no
244,133.0,49.0,229.4,78.0,39.0,219.5,106.0,18.66,172.3,94.8,7.75,12.0,4.0,3.24,3.0,FL,408.0,no,yes,no
245,90.0,0.0,68.8,124.0,11.7,168.1,106.0,14.29,281.7,96.0,12.68,9.8,5.0,2.65,1.0,GA,415.0,no,no,no
246,94.0,0.0,200.2,113.0,34.03,128.9,94.2,13.056,278.9,109.0,12.55,10.4,5.0,2.81,0.0,CT,415.0,no,no,no
247,68.0,0.0,134.6,73.0,27.636000000000003,206.8,117.0,17.58,138.4,104.0,6.23,9.4,2.0,2.54,2.0,IL,415.0,no,no,no
248,171.0,0.0,232.4,101.0,39.51,182.0,80.0,15.47,271.8,133.0,12.23,9.5,3.0,2.57,0.0,WA,415.0,no,no,no
249,122.0,0.0,126.0,89.0,21.42,147.0,95.0,12.5,280.2,97.0,12.61,5.6,4.0,1.51,0.0,MN,415.0,no,no,no
250,94.0,0.0,175.9,121.0,29.9,222.1,94.0,18.88,191.8,123.0,8.63,10.9,5.0,2.94,1.0,NV,510.0,no,no,no
251,25.0,0.0,169.23999999999998,99.0,27.49,216.1,89.0,18.444,176.7,115.0,7.95,12.4,6.0,3.35,1.0,UT,415.0,yes,no,no
252,120.0,0.0,112.6,80.0,19.14,124.4,86.0,10.57,234.9,88.0,10.57,8.1,3.0,2.19,6.0,MS,415.0,no,no,yes
253,107.0,26.0,234.0,98.0,38.396,223.9,103.0,19.03,246.5,105.0,11.09,13.8,1.0,3.73,1.0,OH,415.0,no,yes,no
254,78.0,0.0,226.3,88.0,38.47,306.2,81.0,26.03,200.9,120.0,9.04,7.8,7.0,2.11,1.0,WV,408.0,no,no,yes
255,93.0,0.0,174.1,127.0,29.6,176.8,73.0,15.03,240.0,111.0,10.8,10.7,3.0,2.89,0.0,UT,415.0,no,no,no
256,80.0,0.0,195.6,70.8,33.25,221.5,122.0,18.83,182.0,76.2,8.19,10.8,1.0,2.92,1.0,CT,415.0,no,no,no
257,127.0,0.0,200.8,104.0,31.874,181.4,110.0,15.42,89.7,49.0,4.04,9.7,5.0,2.62,0.0,NH,415.0,no,no,no
258,82.0,41.0,116.9,74.0,19.87,228.2,115.0,19.35,251.4,89.0,11.31,9.9,8.0,2.67,1.0,DE,415.0,yes,yes,no
259,44.0,0.0,225.6,118.0,38.35,215.47999999999996,122.0,11.51,158.88,96.0,8.55,12.1,5.0,3.27,1.0,DE,415.0,no,no,no
260,69.0,5.6,272.9,122.0,46.39,188.4,97.0,17.348000000000003,132.4,87.0,5.96,10.5,3.0,2.84,2.0,CO,408.0,no,yes,no
261,89.0,14.4,215.9,106.0,36.7,211.1,89.0,16.606,252.9,106.0,11.38,8.8,4.0,2.38,0.0,FL,510.0,no,no,no
262,69.0,0.0,199.7,121.0,33.95,189.4,92.0,16.1,264.0,120.0,11.88,11.1,4.0,3.0,6.0,ID,510.0,yes,no,yes
263,64.0,31.0,190.5,121.0,47.92,240.6,104.0,16.802,212.2,120.0,9.55,7.0,5.0,1.89,3.0,DE,415.0,no,yes,no
264,167.0,0.0,181.2,112.2,30.8,262.5,103.6,22.31,214.0,88.0,9.63,8.4,4.0,2.27,0.0,PA,415.0,yes,no,no
265,139.0,0.0,63.3,116.0,10.76,177.3,113.0,13.812,171.6,82.0,7.72,14.2,4.0,3.83,1.0,NJ,415.0,no,no,no
267,104.0,0.0,189.3,73.0,32.18,156.2,120.0,13.28,232.2,76.0,10.45,7.5,8.0,2.03,3.0,MO,510.0,no,no,no
268,166.0,0.0,156.8,100.0,29.744,171.5,93.0,14.58,149.1,97.0,6.71,11.2,10.0,3.02,1.0,WA,510.0,no,no,yes
269,68.0,0.0,172.3,135.0,29.29,190.2,93.0,16.17,297.6,84.0,13.39,10.4,2.0,2.81,1.0,AK,415.0,no,no,no
270,78.0,13.2,140.0,90.6,27.926,216.8,73.0,18.43,224.5,102.0,10.1,9.0,3.2,2.43,2.0,OK,510.0,no,no,no
271,60.0,0.0,187.71999999999997,94.0,37.57,308.2,101.0,26.2,233.2,94.0,10.49,9.56,6.8,2.73,1.0,RI,415.0,no,no,yes
272,184.0,0.0,167.2,133.0,28.42,162.1,89.6,13.78,156.9,81.0,7.06,9.5,4.0,2.57,1.0,OH,415.0,no,no,no
273,171.0,0.0,191.6,83.0,32.57,181.1,103.0,15.39,195.3,73.0,8.79,8.6,3.0,2.32,3.0,MS,510.0,yes,no,no
274,68.0,0.0,172.5,115.0,29.33,221.9,126.0,18.86,170.9,98.0,7.654000000000001,6.8,8.0,1.84,4.0,AZ,408.0,no,no,no
275,88.0,0.0,294.3,99.6,50.03,172.1,104.0,14.63,177.3,105.0,7.98,5.8,7.0,1.57,2.0,VA,415.0,no,no,yes
276,130.0,0.0,289.1,79.0,49.15,150.1,106.0,12.76,163.4,98.0,7.35,11.68,4.0,3.65,1.0,AL,408.0,no,no,no
277,156.0,0.0,162.6,113.0,27.64,260.2,90.0,22.12,214.7,93.0,9.66,10.9,2.0,2.94,0.0,IL,415.0,no,no,no
278,92.0,27.0,233.6,126.0,39.71,152.9,94.0,13.0,262.1,95.0,11.79,12.8,4.0,3.46,1.0,MS,510.0,no,yes,no
279,151.0,31.0,240.7,102.0,40.92,106.5,96.0,16.922000000000004,195.7,128.0,8.81,10.6,2.0,2.86,2.0,MN,415.0,no,yes,no
280,78.0,0.0,290.5,119.0,49.39,158.4,75.0,13.46,255.6,101.0,11.5,8.6,6.0,2.32,2.0,OK,415.0,no,no,yes
281,102.0,0.0,183.2,118.2,31.14,187.5,113.0,15.934,232.3,77.0,10.45,9.2,5.0,2.48,1.0,TN,415.0,no,no,yes
282,131.0,0.0,155.6,78.0,26.45,165.2,134.0,14.04,184.1,89.0,8.28,8.7,6.6,1.95,2.0,WV,408.0,no,no,no
283,127.0,0.0,220.7,100.0,37.52,170.2,89.0,16.122,278.4,73.0,12.53,15.0,4.0,4.05,3.0,TN,415.0,yes,no,yes
284,100.0,0.0,303.0,93.0,51.51,175.6,89.0,14.93,135.2,102.0,6.08,10.4,5.0,2.864,1.0,FL,415.0,no,no,yes
285,94.0,0.0,114.4,115.0,19.45,183.9,79.0,15.910000000000002,205.2,78.0,9.23,5.9,2.0,1.59,3.0,NH,415.0,no,no,no
286,81.0,36.0,164.8,106.0,23.764,210.2,138.0,17.87,173.6,78.0,7.81,9.7,2.0,1.16,2.0,NY,408.0,no,yes,no
287,160.0,0.0,237.1,107.4,40.31,238.4,127.0,20.26,181.3,100.0,8.16,10.7,8.0,2.89,2.0,OH,415.0,no,no,no
288,100.0,0.0,180.26,106.0,37.45,126.1,124.0,10.72,242.0,67.0,10.89,10.2,1.0,2.75,3.0,NE,415.0,no,no,no
289,78.0,26.0,189.0,98.0,32.13,191.7,67.0,16.29,217.0,68.0,9.76,11.3,3.0,3.05,0.0,WV,510.0,no,yes,no
290,139.0,0.0,172.6,92.0,29.34,281.7,106.2,23.94,253.4,117.0,11.4,10.5,3.0,2.84,3.0,NV,510.0,yes,no,no
291,88.0,0.0,168.8,141.0,28.7,211.5,129.0,17.98,86.9,92.0,3.91,10.5,5.4,2.84,3.0,CT,415.0,no,no,no
292,152.0,39.0,192.94,137.0,41.33,236.7,103.0,20.12,191.2,118.0,8.6,9.9,3.0,2.67,1.0,KS,408.0,no,yes,no
293,144.0,0.0,109.9,111.6,18.683999999999997,171.3,74.2,14.56,169.9,83.0,7.65,7.4,4.0,2.0,0.0,VA,415.0,no,no,no
294,45.0,40.0,179.0,114.0,30.43,272.6,99.0,21.208,67.1,80.0,3.02,10.8,3.0,2.92,3.0,ID,510.0,yes,yes,no
295,127.0,0.0,324.3,106.0,55.13,141.6,90.0,12.04,207.6,90.0,9.34,12.8,7.0,3.46,1.0,NH,415.0,yes,no,yes
296,102.0,0.0,158.28000000000003,85.0,11.85,189.42,107.0,19.25,128.5,104.0,5.78,11.1,2.0,3.0,2.0,ND,510.0,no,no,no
297,49.0,32.0,176.9,81.8,30.07,227.0,121.0,19.3,204.4,115.0,9.2,15.1,3.0,4.08,3.0,AR,408.0,yes,yes,yes
298,36.0,0.0,140.4,117.0,23.87,204.5,121.0,17.38,251.3,107.8,11.31,8.7,3.6,2.35,2.0,MA,415.0,no,no,no
299,13.0,0.0,167.4,117.0,28.46,145.5,102.0,19.0,215.8,108.0,9.71,9.0,3.0,2.43,1.0,WI,510.0,no,no,no
300,151.0,27.0,166.4,112.0,28.29,203.32,122.0,19.92,161.1,95.0,7.25,9.5,3.6,1.49,0.0,AL,408.0,no,yes,no
301,111.0,0.0,157.38000000000002,108.0,29.16,204.4,106.0,18.482,238.8,90.0,10.75,10.7,4.0,2.89,3.0,WV,408.0,no,no,no
302,135.0,0.0,177.2,151.0,30.12,209.3,83.0,17.79,236.3,104.0,10.63,11.1,5.0,3.0,2.0,CO,415.0,yes,no,no
303,114.0,34.0,114.5,64.0,19.47,229.3,84.0,19.49,288.8,68.0,13.0,10.4,16.0,2.81,0.0,VA,415.0,no,yes,no
304,122.0,34.0,205.1,123.0,34.87,203.3,123.0,17.28,126.7,106.0,5.7,10.7,4.6,2.89,2.0,NH,415.0,no,yes,no
305,89.0,0.0,208.4,112.0,35.43,189.5,116.0,16.11,264.4,101.0,11.9,7.48,1.0,4.54,0.0,TN,415.0,no,no,yes
306,96.0,0.0,125.8,102.0,21.39,248.76,111.0,20.77,160.04000000000002,90.0,7.55,10.26,2.0,2.43,2.0,UT,415.0,no,no,no
307,106.0,0.0,204.3,97.0,31.65,278.96000000000004,89.0,21.9,164.3,106.0,7.39,11.0,4.0,3.2400000000000007,2.0,MA,408.0,no,no,no
308,122.0,16.0,128.9,136.0,21.91,244.4,133.0,20.77,148.7,133.0,6.69,10.7,5.0,2.89,0.0,KY,415.0,no,no,no
309,87.0,16.0,207.82,113.8,43.76,232.0,101.0,19.72,143.2,85.6,6.44,14.7,2.0,3.97,1.0,WY,415.0,no,yes,no
310,145.0,0.0,176.54000000000002,113.0,32.18,203.7,92.0,17.31,218.3,103.0,9.82,14.2,3.0,3.83,5.0,DE,415.0,no,no,no
311,136.0,24.0,50.1,134.0,8.52,217.8,89.0,25.14,197.99999999999997,115.0,5.03,11.0,6.0,2.97,0.0,MI,415.0,no,yes,no
312,111.0,0.0,165.5,72.0,28.14,228.9,73.0,19.46,169.7,103.0,7.64,9.7,6.0,2.62,2.0,WY,408.0,no,no,no
313,167.0,0.0,143.7,108.0,24.43,75.6,111.0,6.43,217.9,107.6,9.81,9.28,4.0,2.67,0.0,MN,415.0,yes,no,no
314,88.0,0.0,166.4,100.8,28.29,186.7,118.0,15.87,251.6,89.0,11.32,14.5,4.0,3.92,0.0,WY,408.0,no,no,no
315,131.0,0.0,264.2,118.0,44.91,180.0,89.0,15.3,223.9,104.0,10.08,9.54,1.0,2.89,2.0,NY,415.0,no,no,no
316,90.0,6.0,125.88,82.4,32.66,269.3,125.0,22.89,259.6,97.0,11.68,11.7,4.0,3.16,2.0,NH,408.0,no,no,no
317,95.0,0.0,145.4,96.2,24.72,334.1,109.0,28.4,209.8,72.0,9.44,8.8,4.4,2.38,1.0,DE,415.0,no,no,no
318,42.0,16.0,194.62,71.4,40.94,212.6,121.0,18.07,271.7,138.0,12.23,9.4,4.0,2.54,1.0,NJ,408.0,no,yes,no
319,69.0,0.0,164.48000000000002,98.0,29.02,111.6,109.0,9.49,171.5,107.0,7.72,4.8,7.0,1.3,3.0,IA,510.0,no,no,no
320,99.0,0.0,221.0,118.0,37.57,138.8,104.0,11.8,198.6,96.0,8.94,12.1,4.0,3.27,0.0,OR,408.0,no,no,no
321,72.0,0.0,180.0,109.0,30.6,292.7,96.0,24.88,194.9,114.0,8.77,10.8,4.0,2.92,0.0,PA,415.0,no,no,no
322,88.0,14.0,298.8,92.0,50.8,207.3,86.0,17.62,257.9,65.0,11.61,11.9,4.0,3.21,5.0,MI,415.0,no,yes,no
323,113.0,0.0,317.1,92.4,53.91,224.8,70.0,19.11,215.1,90.0,9.68,13.6,2.0,3.67,1.0,FL,415.0,no,no,yes
324,142.0,23.0,102.2,103.0,17.37,229.7,117.0,19.52,176.3,100.0,7.93,9.0,4.0,2.43,1.0,PA,408.0,yes,yes,no
325,3.0,0.0,182.9,87.0,31.09,172.1,103.0,14.63,233.1,89.0,10.49,12.1,3.0,3.27,4.0,WV,408.0,no,no,no
326,23.0,0.0,155.6,122.0,26.45,223.8,82.0,18.062,50.9,130.0,2.29,10.6,3.0,2.52,4.0,NE,415.0,no,no,yes
327,75.0,0.0,184.8,126.0,31.42,198.6,96.2,16.88,103.0,90.0,4.64,8.3,3.0,2.24,1.0,WI,415.0,no,no,no
328,151.0,0.0,175.7,110.4,29.87,152.3,85.4,12.95,140.0,88.0,6.3,10.7,10.0,2.89,1.0,FL,415.0,no,no,no
329,91.0,0.0,251.5,57.0,30.046000000000003,179.1,113.0,15.22,163.2,72.0,7.34,6.6,3.0,1.78,1.0,TX,415.0,no,no,no
330,78.0,0.0,131.6,102.0,22.37,290.4,134.0,24.68,190.5,95.0,8.57,0.0,0.0,0.0,3.0,MS,510.0,no,no,no
331,98.0,0.0,92.3,85.8,15.69,250.1,89.0,21.26,211.9,110.0,9.54,9.38,16.0,2.92,3.0,FL,408.0,no,no,no
332,166.0,41.0,196.7,109.0,33.44,124.3,107.0,10.57,198.3,94.0,8.92,11.0,5.0,2.97,5.0,WV,408.0,no,yes,yes
333,78.0,3.2,131.4,98.0,22.34,189.9,102.0,16.14,147.4,83.0,6.63,11.2,2.0,3.02,2.0,SC,415.0,no,no,no
334,69.0,0.0,215.9,122.0,36.7,270.3,114.0,22.98,301.8,129.0,13.58,6.1,5.0,1.65,4.0,GA,408.0,no,no,yes
335,122.0,0.0,158.2,95.0,26.89,178.5,113.0,15.17,154.3,76.0,6.94,8.5,3.6,2.3,2.0,GA,408.0,no,no,no
336,138.0,0.0,216.0,106.0,36.166,207.6,110.0,17.65,180.0,102.0,8.1,11.2,4.0,3.02,0.0,MT,415.0,no,no,no
337,19.0,34.0,206.4,75.0,35.09,209.72000000000003,118.0,19.954,156.7,81.0,7.38,11.56,10.0,3.19,3.0,HI,510.0,no,yes,no
338,141.0,0.0,194.94,94.0,23.49,159.1,84.0,14.99,182.9,110.0,8.23,11.1,6.0,3.0,3.0,HI,510.0,no,no,no
339,79.0,27.0,192.3,111.2,29.368,147.3,108.0,12.52,215.0,97.0,9.67,7.8,4.0,2.11,1.0,MA,408.0,no,yes,no
340,171.0,7.8,262.1,78.0,44.56,171.6,113.0,13.888,208.7,100.0,9.39,5.3,3.0,1.43,0.0,NH,415.0,no,no,no
341,51.0,0.0,41.2,106.0,7.0,210.6,106.6,17.9,220.1,115.0,9.9,12.4,3.0,3.35,0.0,AL,415.0,no,no,no
342,114.0,6.8,216.04,119.0,55.44,161.0,105.0,15.532000000000002,220.1,129.0,9.782,11.0,3.0,2.97,1.0,AZ,510.0,no,no,yes
343,98.0,0.0,167.0,95.4,28.39,125.1,65.0,10.63,262.5,100.0,10.871999999999998,8.9,2.0,2.4,1.0,NC,510.0,no,no,no
344,94.0,0.0,210.2,95.0,35.73,199.46,87.0,16.25,150.8,111.0,6.79,9.8,3.0,2.54,2.0,MT,510.0,no,no,no
345,100.0,39.0,204.9,74.0,34.83,210.2,80.0,17.87,168.8,89.0,7.6,11.2,4.0,2.754,2.0,NV,415.0,no,yes,no
346,125.0,0.0,184.1,105.0,31.3,126.7,123.0,10.77,241.5,94.0,10.87,4.7,6.0,1.27,1.0,SC,510.0,no,no,no
347,81.0,9.4,263.8,107.2,44.85,162.8,107.0,13.84,149.7,94.0,6.74,8.7,6.0,2.35,2.0,VA,510.0,no,no,no
348,154.0,0.0,283.6,115.0,48.21,181.3,103.0,15.2,306.1,60.0,13.77,10.38,5.0,2.38,0.0,AR,408.0,no,no,yes
349,91.0,5.4,189.04,77.0,28.48,175.2,113.0,14.89,233.5,85.0,10.51,16.1,5.0,4.35,2.0,DC,408.0,no,no,no
350,94.0,0.0,142.3,50.0,24.19,231.5,142.0,19.68,205.6,79.0,9.25,5.5,3.0,1.49,1.0,RI,415.0,no,no,no
351,57.0,0.0,167.1,103.0,28.41,188.4,112.0,15.994,111.4,74.0,5.01,9.1,2.0,2.46,1.0,WV,415.0,no,no,no
352,140.0,0.0,148.3,86.0,25.21,184.2,151.0,15.66,179.1,83.0,8.06,10.9,4.0,2.94,0.0,ME,510.0,no,no,no
353,64.0,0.0,297.8,104.8,50.63,196.0,89.0,16.66,213.7,107.0,9.62,12.0,2.0,3.24,1.0,AL,510.0,no,no,yes
354,52.0,0.0,144.5,60.0,24.474,296.5,129.0,25.2,193.46,117.0,8.74,12.4,3.0,3.35,1.0,NC,408.0,yes,no,no
355,117.0,4.6,233.4,71.0,39.68,296.4,76.0,25.19,276.9,103.0,12.46,10.3,1.0,2.78,0.0,MT,415.0,no,no,yes
356,119.0,11.8,130.5,98.0,28.856,249.5,87.0,21.21,219.9,117.0,9.9,12.7,1.0,3.43,3.0,TN,415.0,no,no,no
357,85.0,0.0,133.3,107.0,22.66,185.0,101.0,15.73,289.0,99.0,13.01,9.1,4.0,2.46,3.0,LA,510.0,no,no,no
358,92.0,0.0,183.7,103.0,31.23,270.6,97.0,23.0,132.9,104.0,5.98,11.2,2.0,3.02,0.0,SC,510.0,no,no,no
359,116.0,0.0,271.0,114.0,46.07,217.82,71.0,16.806,193.5,109.0,8.71,13.7,3.4,3.7,5.0,IN,415.0,no,no,yes
360,163.0,0.0,122.5,121.0,20.83,221.4,92.0,18.82,187.5,95.6,8.312,10.4,6.0,2.81,0.0,IA,510.0,no,no,no
